0,-1.25e-05,-3e-05,4.0419936e-05,4.2898434e-05,175883.57
0,-1e-05,-3e-05,3.302677e-05,5.4554641e-05,3831099.7
0,1e-05,-3e-05,3.3026597e-05,5.4554783e-05,3831110.4
0,7.5e-06,-3e-05,3.3026599e-05,5.4554782e-05,3831110.3
0,5e-06,-3e-05,3.3026598e-05,5.4554783e-05,3831110.4
0,2.5e-06,-3e-05,3.3026597e-05,5.4554783e-05,3831110.4
0,0,-3e-05,3.3026597e-05,5.4554783e-05,3831110.4
0,-2.5e-06,-3e-05,3.3026597e-05,5.4554783e-05,3831110.4
0,-5e-06,-3e-05,3.3026598e-05,5.4554783e-05,3831110.4
0,-7.5e-06,-3e-05,3.3026599e-05,5.4554782e-05,3831110.3
0,1.25e-05,-3e-05,4.041489e-05,4.2906248e-05,175891.22
0,-2.5e-05,-2.25e-05,3.5501387e-05,3.9784291e-05,1501748.5
0,-2.75e-05,-2e-05,2.9932786e-05,4.3165618e-05,2429877.9
0,-2e-05,-2.5e-05,3.1519195e-05,4.7189161e-05,1627154.5
0,-2.25e-05,-2.25e-05,2.7788694e-05,5.0346516e-05,2337398.9
0,-2.5e-05,-2e-05,2.5392351e-05,5.1769201e-05,3056832.1
0,-1.5e-05,-2.75e-05,3.1516414e-05,5.1957313e-05,2348681.6
0,-2e-05,-2.25e-05,2.472995e-05,5.5645909e-05,4503658.6
0,-1.75e-05,-2.5e-05,2.739214e-05,5.4467335e-05,4212658.9
0,-2.25e-05,-2e-05,2.285191e-05,5.6367789e-05,4942408.8
0,-1.25e-05,-2.75e-05,2.7986467e-05,5.65534e-05,4601311.3
0,-1.75e-05,-2.25e-05,2.2648871e-05,5.9215994e-05,4500391.5
0,-1.5e-05,-2.5e-05,2.4869388e-05,5.8059079e-05,4337513.4
0,-2e-05,-2e-05,2.0832603e-05,5.9973054e-05,4601557.9
0,-1e-05,-2.75e-05,2.5698697e-05,5.9962569e-05,4331453.5
0,-1.75e-05,-2e-05,1.8898934e-05,6.3189704e-05,5249643.4
0,-1.5e-05,-2.25e-05,2.0807667e-05,6.2525e-05,5030037.4
0,-1.25e-05,-2.5e-05,2.3042494e-05,6.146096e-05,4778567.2
0,-1e-05,-2.5e-05,2.1472808e-05,6.4341589e-05,5144177
0,-1.5e-05,-2e-05,1.7392408e-05,6.589905e-05,5924360.9
0,-1.25e-05,-2.25e-05,1.9001415e-05,6.5313928e-05,5695626.9
0,-1.25e-05,-2e-05,1.6138249e-05,6.817027e-05,6711593.1
0,-1e-05,-2.25e-05,1.7600892e-05,6.7619813e-05,6473477.5
0,-1e-05,-2e-05,1.4889557e-05,7.0137502e-05,7024582.3
0,1e-05,-2.75e-05,2.5698612e-05,5.9962698e-05,4331463.6
0,7.5e-06,-2.75e-05,2.5698611e-05,5.9962699e-05,4331463.7
0,5e-06,-2.75e-05,2.5698611e-05,5.9962699e-05,4331463.7
0,2.5e-06,-2.75e-05,2.5698612e-05,5.9962699e-05,4331463.7
0,0,-2.75e-05,2.5698612e-05,5.9962699e-05,4331463.7
