x,y,z,T,solid
0.069434197,0.083350204,0.00005,312.34498,1.0
0.069434197,0.08377431,0.00005,312.34493,1.0
0.069434197,0.084198417,0.00005,312.34487,1.0
0.069434197,0.084622524,0.00005,312.34482,1.0
0.069434197,0.08504663,0.00005,312.34475,1.0
0.069434197,0.085470737,0.00005,312.34467,1.0
0.069434197,0.085894843,0.00005,312.34452,1.0
0.069434197,0.08631895,0.00005,312.31495,0.0
0.069434197,0.086743057,0.00005,312.31436,0.0
0.069859791,0.083350204,0.00005,312.34497,1.0
0.069859791,0.08377431,0.00005,312.34492,1.0
0.069859791,0.084198417,0.00005,312.34486,1.0
0.069859791,0.084622524,0.00005,312.3448,1.0
0.069859791,0.08504663,0.00005,312.34473,1.0
0.069859791,0.085470737,0.00005,312.34464,1.0
0.069859791,0.085894843,0.00005,312.34447,1.0
0.069859791,0.08631895,0.00005,312.31466,0.0
0.069859791,0.086743057,0.00005,312.31432,0.0
0.070285384,0.083350204,0.00005,312.34496,1.0
0.070285384,0.08377431,0.00005,312.3449,1.0
0.070285384,0.084198417,0.00005,312.34484,1.0
0.070285384,0.084622524,0.00005,312.34478,1.0
0.070285384,0.08504663,0.00005,312.3447,1.0
0.070285384,0.085470737,0.00005,312.3446,1.0
0.070285384,0.085894843,0.00005,312.34437,1.0
0.070285384,0.08631895,0.00005,312.31461,0.0
0.070285384,0.086743057,0.00005,312.31429,0.0
0.070710978,0.083350204,0.00005,312.34494,1.0
0.070710978,0.08377431,0.00005,312.34488,1.0
0.070710978,0.084198417,0.00005,312.34482,1.0
0.070710978,0.084622524,0.00005,312.34475,1.0
0.070710978,0.08504663,0.00005,312.34466,1.0
0.070710978,0.085470737,0.00005,312.3445,1.0
0.070710978,0.085894843,0.00005,312.31493,0.0
0.070710978,0.08631895,0.00005,312.31433,0.0
0.070710978,0.086743057,0.00005,312.31427,0.0
0.071136572,0.083350204,0.00005,312.34492,1.0
0.071136572,0.08377431,0.00005,312.34485,1.0
0.071136572,0.084198417,0.00005,312.34479,1.0
0.071136572,0.084622524,0.00005,312.34471,1.0
0.071136572,0.08504663,0.00005,312.34462,1.0
0.071136572,0.085470737,0.00005,312.34439,1.0
0.071136572,0.085894843,0.00005,312.31465,0.0
0.071136572,0.08631895,0.00005,312.31457,0.0
0.071136572,0.086743057,0.00005,312.31454,0.0
0.071562166,0.083350204,0.00005,312.34488,1.0
0.071562166,0.08377431,0.00005,312.34482,1.0
0.071562166,0.084198417,0.00005,312.34475,1.0
0.071562166,0.084622524,0.00005,312.34467,1.0
0.071562166,0.08504663,0.00005,312.34453,1.0
0.071562166,0.085470737,0.00005,312.31522,0.0
0.071562166,0.085894843,0.00005,312.31488,0.0
0.071562166,0.08631895,0.00005,312.34421,1.0
0.071562166,0.086743057,0.00005,312.34425,1.0
0.071987759,0.083350204,0.00005,312.34484,1.0
0.071987759,0.08377431,0.00005,312.34477,1.0
0.071987759,0.084198417,0.00005,312.3447,1.0
0.071987759,0.084622524,0.00005,312.34462,1.0
0.071987759,0.08504663,0.00005,312.34453,1.0
0.071987759,0.085470737,0.00005,312.34438,1.0
0.071987759,0.085894843,0.00005,312.34431,1.0
0.071987759,0.08631895,0.00005,312.34431,1.0
0.071987759,0.086743057,0.00005,312.34424,1.0
0.072413353,0.083350204,0.00005,312.34478,1.0
0.072413353,0.08377431,0.00005,312.3447,1.0
0.072413353,0.084198417,0.00005,312.34462,1.0
0.072413353,0.084622524,0.00005,312.34454,1.0
0.072413353,0.08504663,0.00005,312.34446,1.0
0.072413353,0.085470737,0.00005,312.34437,1.0
0.072413353,0.085894843,0.00005,312.34424,1.0
0.072413353,0.08631895,0.00005,312.34412,1.0
0.072413353,0.086743057,0.00005,312.31469,0.0
0.072838947,0.083350204,0.00005,312.3447,1.0
0.072838947,0.08377431,0.00005,312.34461,1.0
0.072838947,0.084198417,0.00005,312.34452,1.0
0.072838947,0.084622524,0.00005,312.34437,1.0
0.072838947,0.08504663,0.00005,312.34428,1.0
0.072838947,0.085470737,0.00005,312.34414,1.0
0.072838947,0.085894843,0.00005,312.31466,0.0
0.072838947,0.08631895,0.00005,312.31435,0.0
0.072838947,0.086743057,0.00005,312.31405,0.0
0.073264541,0.083350204,0.00005,312.34459,1.0
0.073264541,0.08377431,0.00005,312.34444,1.0
0.073264541,0.084198417,0.00005,312.34427,1.0
0.073264541,0.084622524,0.00005,312.31477,0.0
0.073264541,0.08504663,0.00005,312.31443,0.0
0.073264541,0.085470737,0.00005,312.31434,0.0
0.073264541,0.085894843,0.00005,312.31402,0.0
0.073264541,0.08631895,0.00005,312.31397,0.0
0.073264541,0.086743057,0.00005,312.31394,0.0
0.073690134,0.083350204,0.00005,312.34436,1.0
0.073690134,0.08377431,0.00005,312.31483,0.0
0.073690134,0.084198417,0.00005,312.31447,0.0
0.073690134,0.084622524,0.00005,312.31411,0.0
0.073690134,0.08504663,0.00005,312.31403,0.0
0.073690134,0.085470737,0.00005,312.31397,0.0
0.073690134,0.085894843,0.00005,312.31391,0.0
0.073690134,0.08631895,0.00005,312.31388,0.0
0.073690134,0.086743057,0.00005,312.31386,0.0
0.074115728,0.082926097,0.00005,312.34434,1.0
0.074115728,0.083350204,0.00005,312.31482,0.0
0.074115728,0.08377431,0.00005,312.31419,0.0
0.074115728,0.084198417,0.00005,312.31408,0.0
0.074115728,0.084622524,0.00005,312.314,0.0
0.074115728,0.08504663,0.00005,312.31393,0.0
0.074115728,0.085470737,0.00005,312.31388,0.0
0.074115728,0.085894843,0.00005,312.31384,0.0
0.074115728,0.08631895,0.00005,312.31381,0.0
0.074115728,0.086743057,0.00005,312.31379,0.0
0.074541322,0.082926097,0.00005,312.31455,0.0
0.074541322,0.083350204,0.00005,312.31418,0.0
0.074541322,0.08377431,0.00005,312.31408,0.0
0.074541322,0.084198417,0.00005,312.31399,0.0
0.074541322,0.084622524,0.00005,312.31392,0.0
0.074541322,0.08504663,0.00005,312.31386,0.0
0.074541322,0.085470737,0.00005,312.31382,0.0
0.074541322,0.085894843,0.00005,312.31378,0.0
0.074541322,0.08631895,0.00005,312.31376,0.0
0.074541322,0.086743057,0.00005,312.31374,0.0
0.074966916,0.082926097,0.00005,312.31418,0.0
0.074966916,0.083350204,0.00005,312.31409,0.0
0.074966916,0.08377431,0.00005,312.314,0.0
0.074966916,0.084198417,0.00005,312.31393,0.0
0.074966916,0.084622524,0.00005,312.31387,0.0
0.074966916,0.08504663,0.00005,312.31382,0.0
0.074966916,0.085470737,0.00005,312.31377,0.0
0.074966916,0.085894843,0.00005,312.31374,0.0
0.074966916,0.08631895,0.00005,312.31372,0.0
0.074966916,0.086743057,0.00005,312.31371,0.0
0.075392509,0.082926097,0.00005,312.31412,0.0
0.075392509,0.083350204,0.00005,312.31403,0.0
0.075392509,0.08377431,0.00005,312.31396,0.0
0.075392509,0.084198417,0.00005,312.31389,0.0
0.075392509,0.084622524,0.00005,312.31383,0.0
0.075392509,0.08504663,0.00005,312.31379,0.0
0.075392509,0.085470737,0.00005,312.31375,0.0
0.075392509,0.085894843,0.00005,312.31372,0.0
0.075392509,0.08631895,0.00005,312.3137,0.0
0.075392509,0.086743057,0.00005,312.31369,0.0
0.075818103,0.082926097,0.00005,312.31409,0.0
0.075818103,0.083350204,0.00005,312.31401,0.0
0.075818103,0.08377431,0.00005,312.31394,0.0
0.075818103,0.084198417,0.00005,312.31387,0.0
0.075818103,0.084622524,0.00005,312.31382,0.0
0.075818103,0.08504663,0.00005,312.31377,0.0
0.075818103,0.085470737,0.00005,312.31373,0.0
0.075818103,0.085894843,0.00005,312.3137,0.0
0.075818103,0.08631895,0.00005,312.31368,0.0
0.075818103,0.086743057,0.00005,312.31367,0.0
0.069434197,0.079957351,0.00005,312.34536,1.0
0.069434197,0.080381457,0.00005,312.34532,1.0
0.069434197,0.080805564,0.00005,312.34528,1.0
0.069434197,0.081229671,0.00005,312.34523,1.0
0.069434197,0.081653777,0.00005,312.34518,1.0
0.069434197,0.082077884,0.00005,312.34513,1.0
0.069434197,0.08250199,0.00005,312.34508,1.0
0.069434197,0.082926097,0.00005,312.34503,1.0
0.069859791,0.079109137,0.00005,312.34544,1.0
0.069859791,0.079533244,0.00005,312.3454,1.0
0.069859791,0.079957351,0.00005,312.34536,1.0
0.069859791,0.080381457,0.00005,312.34532,1.0
0.069859791,0.080805564,0.00005,312.34527,1.0
0.069859791,0.081229671,0.00005,312.34523,1.0
0.069859791,0.081653777,0.00005,312.34518,1.0
0.069859791,0.082077884,0.00005,312.34513,1.0
0.069859791,0.08250199,0.00005,312.34508,1.0
0.069859791,0.082926097,0.00005,312.34503,1.0
0.070285384,0.079109137,0.00005,312.34544,1.0
0.070285384,0.079533244,0.00005,312.3454,1.0
0.070285384,0.079957351,0.00005,312.34536,1.0
0.070285384,0.080381457,0.00005,312.34531,1.0
0.070285384,0.080805564,0.00005,312.34527,1.0
0.070285384,0.081229671,0.00005,312.34522,1.0
0.070285384,0.081653777,0.00005,312.34517,1.0
0.070285384,0.082077884,0.00005,312.34512,1.0
0.070285384,0.08250199,0.00005,312.34507,1.0
0.070285384,0.082926097,0.00005,312.34502,1.0
0.070710978,0.079109137,0.00005,312.34543,1.0
0.070710978,0.079533244,0.00005,312.34539,1.0
0.070710978,0.079957351,0.00005,312.34535,1.0
0.070710978,0.080381457,0.00005,312.3453,1.0
0.070710978,0.080805564,0.00005,312.34526,1.0
0.070710978,0.081229671,0.00005,312.34521,1.0
0.070710978,0.081653777,0.00005,312.34516,1.0
0.070710978,0.082077884,0.00005,312.34511,1.0
0.070710978,0.08250199,0.00005,312.34505,1.0
0.070710978,0.082926097,0.00005,312.345,1.0
0.071136572,0.079109137,0.00005,312.34542,1.0
0.071136572,0.079533244,0.00005,312.34538,1.0
0.071136572,0.079957351,0.00005,312.34534,1.0
0.071136572,0.080381457,0.00005,312.34529,1.0
0.071136572,0.080805564,0.00005,312.34524,1.0
0.071136572,0.081229671,0.00005,312.34519,1.0
0.071136572,0.081653777,0.00005,312.34514,1.0
0.071136572,0.082077884,0.00005,312.34509,1.0
0.071136572,0.08250199,0.00005,312.34503,1.0
0.071136572,0.082926097,0.00005,312.34497,1.0
0.071562166,0.079109137,0.00005,312.3454,1.0
0.071562166,0.079533244,0.00005,312.34536,1.0
0.071562166,0.079957351,0.00005,312.34532,1.0
0.071562166,0.080381457,0.00005,312.34527,1.0
0.071562166,0.080805564,0.00005,312.34522,1.0
0.071562166,0.081229671,0.00005,312.34517,1.0
0.071562166,0.081653777,0.00005,312.34512,1.0
0.071562166,0.082077884,0.00005,312.34506,1.0
0.071562166,0.08250199,0.00005,312.345,1.0
0.071562166,0.082926097,0.00005,312.34494,1.0
0.071987759,0.079109137,0.00005,312.34538,1.0
0.071987759,0.079533244,0.00005,312.34534,1.0
0.071987759,0.079957351,0.00005,312.3453,1.0
0.071987759,0.080381457,0.00005,312.34525,1.0
0.071987759,0.080805564,0.00005,312.3452,1.0
0.071987759,0.081229671,0.00005,312.34514,1.0
0.071987759,0.081653777,0.00005,312.34509,1.0
0.071987759,0.082077884,0.00005,312.34503,1.0
0.071987759,0.08250199,0.00005,312.34497,1.0
0.071987759,0.082926097,0.00005,312.3449,1.0
0.072413353,0.079109137,0.00005,312.34536,1.0
0.072413353,0.079533244,0.00005,312.34532,1.0
0.072413353,0.079957351,0.00005,312.34527,1.0
0.072413353,0.080381457,0.00005,312.34522,1.0
0.072413353,0.080805564,0.00005,312.34517,1.0
0.072413353,0.081229671,0.00005,312.34511,1.0
0.072413353,0.081653777,0.00005,312.34505,1.0
0.072413353,0.082077884,0.00005,312.34499,1.0
0.072413353,0.08250199,0.00005,312.34492,1.0
0.072413353,0.082926097,0.00005,312.34485,1.0
0.072838947,0.079109137,0.00005,312.34533,1.0
0.072838947,0.079533244,0.00005,312.34528,1.0
0.072838947,0.079957351,0.00005,312.34524,1.0
0.072838947,0.080381457,0.00005,312.34518,1.0
0.072838947,0.080805564,0.00005,312.34513,1.0
0.072838947,0.081229671,0.00005,312.34507,1.0
0.072838947,0.081653777,0.00005,312.345,1.0
0.072838947,0.082077884,0.00005,312.34494,1.0
0.072838947,0.08250199,0.00005,312.34486,1.0
0.072838947,0.082926097,0.00005,312.34479,1.0
0.073264541,0.079109137,0.00005,312.34529,1.0
0.073264541,0.079533244,0.00005,312.34525,1.0
0.073264541,0.079957351,0.00005,312.3452,1.0
0.073264541,0.080381457,0.00005,312.34514,1.0
0.073264541,0.080805564,0.00005,312.34508,1.0
0.073264541,0.081229671,0.00005,312.34502,1.0
0.073264541,0.081653777,0.00005,312.34495,1.0
0.073264541,0.082077884,0.00005,312.34487,1.0
0.073264541,0.08250199,0.00005,312.34479,1.0
0.073264541,0.082926097,0.00005,312.3447,1.0
0.073690134,0.079109137,0.00005,312.34525,1.0
0.073690134,0.079533244,0.00005,312.3452,1.0
0.073690134,0.079957351,0.00005,312.34515,1.0
0.073690134,0.080381457,0.00005,312.34509,1.0
0.073690134,0.080805564,0.00005,312.34502,1.0
0.073690134,0.081229671,0.00005,312.34495,1.0
0.073690134,0.081653777,0.00005,312.34488,1.0
0.073690134,0.082077884,0.00005,312.34479,1.0
0.073690134,0.08250199,0.00005,312.3447,1.0
0.073690134,0.082926097,0.00005,312.34458,1.0
0.074115728,0.079109137,0.00005,312.34519,1.0
0.074115728,0.079533244,0.00005,312.34514,1.0
0.074115728,0.079957351,0.00005,312.34509,1.0
0.074115728,0.080381457,0.00005,312.34502,1.0
0.074115728,0.080805564,0.00005,312.34495,1.0
0.074115728,0.081229671,0.00005,312.34487,1.0
0.074115728,0.081653777,0.00005,312.34478,1.0
0.074115728,0.082077884,0.00005,312.34468,1.0
0.074115728,0.08250199,0.00005,312.34452,1.0
0.074541322,0.079109137,0.00005,312.34512,1.0
0.074541322,0.079533244,0.00005,312.34506,1.0
